ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	SNOMED_CID	SNOMED_FSN
55.22	Pyeloscopy	1	0.001275	275218004	Pyeloscopy (procedure)
80.77	Synovectomy of ankle	1	0.001271	50738000	Excision of ankle joint synovium (procedure)
14.75	Injection of vitreous substitute	1	0.001267	7268007	Injection of vitreous substitute (procedure)
52.82	Homotransplant of pancreas	1	0.001259	71947008	Homotransplant of pancreas (procedure)
38.38	Resection of lower limb arteries with anastomosis	1	0.001251	2080003	Angiectomy with anastomosis of lower limb artery (procedure)
80.31	Biopsy of joint structure of shoulder	1	0.001251	311547000	Biopsy of joint structure of shoulder (procedure)
80.38	Biopsy of joint structure of foot and toe	1	0.001251	32997000	Excisional biopsy of joint structure of foot and toe (procedure)
45.01	Incision of duodenum	1	0.001251	83599002	Incision of duodenum (procedure)
54.97	Injection of locally-acting therapeutic substance into peritoneal cavity	1	0.001242	30073004	Injection of locally-acting therapeutic substance into peritoneal cavity (procedure)
98.04	Removal of intraluminal foreign body from large intestine without incision	1	0.001238	10923007	Removal of intraluminal foreign body from large intestine without incision (procedure)
99.88	Therapeutic photopheresis	1	0.001238	83794005	Extracorporeal photopheresis (procedure)
68.23	Endometrial ablation	1	0.001234	265060005	Endometrial ablation (procedure)
52.80	Pancreatic transplant, not otherwise specified	1	0.001222	62438007	Transplantation of pancreas (procedure)
83.71	Advancement of tendon	1	0.001222	81570004	Advancement of tendon (procedure)
56.40	Ureterectomy, not otherwise specified	1	0.001218	108028005	Ureter excision (procedure)
21.72	Open reduction of nasal fracture	1	0.001214	36460001	Open reduction of nasal fracture (procedure)
59.93	Replacement of ureterostomy tube	1	0.001201	177375008	Replacement of ureterostomy tube (procedure)
92.25	Teleradiotherapy using electrons	1	0.001201	45643008	Teleradiotherapy using electrons (procedure)
87.64	Lower GI series	1	0.001197	265068003	Lower gastrointestinal series (procedure)
92.30	Stereotactic radiosurgery, not otherwise specified	1	0.001189	115959002	Stereotactic radiosurgery (procedure)
65.91	Aspiration of ovary	1	0.001189	39251008	Aspiration of ovary (procedure)
53.81	Plication of the diaphragm	1	0.001189	81913003	Plication of diaphragm (procedure)
25.51	Suture of laceration of tongue	1	0.001181	34587002	Suture of tongue (procedure)
84.18	Disarticulation of hip	1	0.001173	38162008	Disarticulation of hip (procedure)
02.02	Elevation of skull fracture fragments	1	0.001168	70590006	Elevation of skull fracture fragments (procedure)
80.73	Synovectomy of wrist	1	0.001168	82318002	Excision of wrist joint synovium (procedure)
57.34	Open biopsy of bladder	1	0.00116	176146003	Open biopsy of bladder (procedure)
94.45	Drug addiction counselling	1	0.001156	60112009	Drug addiction counseling (procedure)
06.51	Partial substernal thyroidectomy	1	0.001152	24711004	Partial substernal thyroidectomy (procedure)
77.57	Repair of claw toe	1	0.001152	70480001	Repair of claw toe (procedure)
78.53	Internal fixation of radius and ulna without fracture reduction	1	0.001136	2021001	Internal fixation of radius and ulna without fracture reduction (procedure)
79.17	Closed reduction of fracture of tarsals and metatarsals with internal fixation	1	0.001136	274132004	Closed reduction of fracture of tarsals and metatarsals with internal fixation (procedure)
70.12	Culdotomy	1	0.001131	56168005	Incision of cul-de-sac (procedure)
27.92	Incision of mouth, unspecified structure	1	0.001115	23656006	Incision of mouth (procedure)
81.82	Repair of recurrent dislocation of shoulder	1	0.001111	80469007	Arthroplasty of shoulder for recurrent dislocation (procedure)
56.82	Suture of laceration of ureter	1	0.001107	446773000	Suturing of laceration of ureter (procedure)
88.78	Diagnostic ultrasound of gravid uterus	1	0.001094	55052008	Diagnostic ultrasound of gravid uterus (procedure)
99.57	Administration of botulism antitoxin	1	0.00109	409561002	Administration of botulism antitoxin (procedure)
21.62	Fracture of the turbinates	1	0.00109	9217002	Surgical fracture of nasal turbinates (procedure)
82.11	Tenotomy of hand	1	0.00107	27516000	Division of tendon of hand (procedure)
67.4	Amputation of cervix	1	0.00107	387626007	Amputation of cervix (procedure)
21.00	Control of epistaxis, not otherwise specified	1	0.001066	35807001	Control of hemorrhage of nose (procedure)
52.94	Endoscopic removal of stone(s) from pancreatic duct	1	0.001066	61049008	Endoscopic removal of stones from pancreatic duct (procedure)
83.89	Fascioplasty	1	0.001057	186687008	Plastic operation on fascia (procedure)
40.51	Radical excision of axillary lymph nodes	1	0.001053	79544006	Complete axillary lymphadenectomy (procedure)
08.20	Removal of lesion of eyelid, not otherwise specified	1	0.001049	231593009	Removal of lesion of eyelid (procedure)
93.72	Dysphasia training	1	0.001049	88607004	Dysphasia training (regime/therapy)
02.04	Bone graft to skull	1	0.001045	54279006	Osteoplasty of cranium with bone graft (procedure)
08.51	Canthotomy	1	0.001037	59077004	Canthotomy (procedure)
49.73	Closure of anal fistula	1	0.001037	76634004	Closure of anal fistula (procedure)
98.14	Removal of intraluminal foreign body from larynx without incision	1	0.001037	609249001	Removal of intraluminal foreign body from larynx without incision (procedure)
98.13	Removal of intraluminal foreign body from pharynx without incision	1	0.001016	54603001	Removal of intraluminal foreign body from pharynx without incision (procedure)
50.4	Total hepatectomy	1	0.001008	17203000	Total hepatectomy (procedure)
03.71	Spinal subarachnoid-peritoneal shunt	1	0.001008	35603000	Subarachnoid-peritoneal spinal shunt (procedure)
05.32	Injection of neurolytic agent into sympathetic nerve	1	0.001008	75841000	Injection of neurolytic agent into sympathetic nerve (procedure)
77.51	Bunionectomy with soft tissue correction and osteotomy of the first metatarsal	1	0.001004	23500003	Bunionectomy with osteotomy of first metatarsal (procedure)
99.85	Hyperthermia for treatment of cancer	1	0.001004	78080008	Hyperthermia treatment of cancer (procedure)
77.28	Wedge osteotomy of tarsals and metatarsals	1	0.000987	3691002	Wedge osteotomy of tarsals and metatarsals (procedure)
34.93	Repair of pleura	1	0.000987	37793001	Repair of pleura (procedure)
97.12	Replacement of cast on lower limb	1	0.000979	449340005	Replacement of cast of lower limb (procedure)
86.61	Full-thickness skin graft to hand	1	0.000975	699576001	Full thickness graft of skin to skin of hand (procedure)
97.65	Removal of urethral stent	1	0.000967	40066007	Removal of urethral stent (procedure)
71.62	Bilateral vulvectomy	1	0.000938	387656003	Bilateral vulvectomy (procedure)
12.91	Therapeutic evacuation of anterior chamber	1	0.000934	31222007	Paracentesis of anterior chamber of eye (procedure)
18.31	Radical excision of lesion of external ear	1	0.000934	65308008	Excision of lesion of external ear, radical (procedure)
97.52	Removal of tube from small intestine	1	0.000934	70037003	Removal of tube from small intestine (procedure)
79.68	Debridement of open fracture of phalanges of foot	1	0.000926	1041009	Debridement of open fracture of phalanges of foot (procedure)
64.11	Biopsy of penis	1	0.000922	176557003	Biopsy of penis (procedure)
02.11	Simple suture of dura mater of brain	1	0.000922	46895005	Suture of cerebral dura mater (procedure)
41.92	Injection into bone marrow	1	0.000922	61916001	Injection into bone marrow (procedure)
35.61	Repair of atrial septal defect with tissue graft	1	0.000917	21526003	Repair of atrial septal defect with tissue graft (procedure)
55.91	Decapsulation of kidney	1	0.000917	253766005	Renal capsulectomy (procedure)
79.55	Open reduction of separated epiphysis of femur	1	0.000913	47571006	Open reduction of separated epiphysis of femur (procedure)
66.39	Female sterilization operation NOS	1	0.000909	60890002	Female sterilization (procedure)
86.93	Insertion of tissue expander	1	0.000905	76790002	Insertion of tissue expander (procedure)
54.94	Creation of peritoneovascular shunt	1	0.000901	8979005	Creation of peritoneal-venous shunt (procedure)
24.4	Excision of dental lesion of jaw	1	0.000893	173337009	Excision of dental lesion of jaw (procedure)
56.35	Endoscopy (cystoscopy) (looposcopy) of ileal conduit	1	0.000893	70057004	Endoscopy of ileal conduit (procedure)
79.81	Open reduction of dislocation of shoulder	1	0.000893	81506009	Open reduction of dislocation of shoulder (procedure)
89.47	Artificial pacemaker electrode impedance check	1	0.000889	13756000	Check artificial pacemaker for electrode impedance (procedure)
76.11	Biopsy of facial bone	1	0.000885	448260007	Biopsy of facial bone (procedure)
89.25	Urethral pressure profile [UPP]	1	0.00088	32399007	Urethral pressure profile study (procedure)
49.12	Anal fistulectomy	1	0.00088	86888002	Anal fistulectomy (procedure)
37.10	Incision of heart, not otherwise specified	1	0.000872	340926007	Incision of heart (procedure)
86.86	Onychoplasty	1	0.000856	405734007	Repair of nail bed (procedure)
84.05	Amputation through forearm	1	0.000856	40658002	Amputation of forearm through radius AND ulna (procedure)
56.75	Transureteroureterostomy	1	0.000856	8093000	Transureteroureterostomy (procedure)
92.22	Orthovoltage radiation	1	0.000852	5304008	Deep radiation therapy, 200-300 KVP (procedure)
06.91	Division of thyroid isthmus	1	0.000852	82689009	Transection of isthmus of thyroid (procedure)
81.26	Metacarpocarpal fusion	1	0.000848	83065008	Metacarpocarpal arthrodesis (procedure)
51.86	Endoscopic insertion of nasobiliary drainage tube	1	0.000848	708731008	Endoscopic insertion of nasobiliary drainage tube (procedure)
46.72	Closure of fistula of duodenum	1	0.000839	39166002	Closure of duodenal fistula (procedure)
18.11	Otoscopy	1	0.000839	76517002	Endoscopy of ear (procedure)
88.22	Skeletal x-ray of elbow and forearm	1	0.000835	70780000	Skeletal X-ray of elbow and forearm (procedure)
21.4	Resection of nose	1	0.000831	119705002	Nose excision (procedure)
79.78	Closed reduction of dislocation of foot and toe	1	0.000819	1119007	Closed reduction of dislocation of foot and toe (procedure)
74.0	Classical cesarean section	1	0.000819	84195007	Classical cesarean section (procedure)
77.52	Bunionectomy with soft tissue correction and arthrodesis	1	0.000815	22246009	Bunionectomy with soft tissue correction and arthrodesis (procedure)
70.23	Biopsy of cul-de-sac	1	0.00081	5738003	Biopsy of cul-de-sac (procedure)
51.99	Insertion or replacement of biliary tract prosthesis	1	0.000806	398113007	Replacement of prosthesis in biliary tract (procedure)
07.80	Thymectomy, not otherwise specified	1	0.000798	399750009	Excision of thymus (procedure)
17.22	Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis	1	0.000798	708999004	Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis (procedure)
25.02	Open biopsy of tongue	1	0.00079	698878001	Open biopsy of tongue (procedure)
20.42	Radical mastoidectomy	1	0.00079	63186001	Radical mastoidectomy (procedure)
51.32	Anastomosis of gallbladder to intestine	1	0.000786	10985002	Gallbladder to intestine anastomosis (procedure)
75.4	Manual removal of retained placenta	1	0.000786	28233006	Manual removal of retained placenta (procedure)
48.93	Repair of perirectal fistula	1	0.000786	58857000	Closure of perirectal fistula (procedure)
83.97	Injection of therapeutic substance into tendon	1	0.000786	70645009	Injection of therapeutic substance into tendon (procedure)
52.4	Internal drainage of pancreatic cyst	1	0.000782	59372001	Internal drainage of pancreatic cyst (procedure)
80.37	Biopsy of joint structure of ankle	1	0.000782	65858009	Excisional biopsy of joint structure of ankle (procedure)
82.12	Fasciotomy of hand	1	0.000773	178077006	Fasciotomy hand (procedure)
64.92	Incision of penis	1	0.000773	62324004	Incision of penis (procedure)
06.01	Aspiration of thyroid field	1	0.000773	82914007	Needle aspiration for drainage of thyroid (procedure)
96.47	Irrigation of cystostomy	1	0.000765	18434001	Irrigation of cystostomy (procedure)
01.15	Biopsy of skull	1	0.000761	215103005	Biopsy of skull (procedure)
18.6	Reconstruction of external auditory canal	1	0.000761	265303002	Reconstruction of external auditory canal (procedure)
96.14	Vaginal packing	1	0.000761	387613008	Insertion of pack into vagina (procedure)
97.04	Replacement of tube or enterostomy device of large intestine	1	0.000761	57462009	Replacement of tube or enterostomy device of large intestine (procedure)
14.6	Removal of surgically implanted material from posterior segment of eye	1	0.000761	80703007	Removal of surgically implanted material from posterior segment of eye (procedure)
17.23	Laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis	1	0.000761	709001003	Laparoscopic bilateral repair of one direct and one indirect inguinal hernia with graft or prosthesis (procedure)
86.24	Chemosurgery of skin	1	0.000757	288098004	Skin chemosurgery (procedure)
42.40	Esophagectomy, not otherwise specified	1	0.000753	45900003	Esophagectomy (procedure)
79.21	Open reduction of fracture of humerus without internal fixation	1	0.000753	85813009	Open reduction of fracture of humerus (procedure)
24.91	Extension or deepening of buccolabial or lingual sulcus	1	0.000749	11369006	Vestibuloplasty (procedure)
99.33	Vaccination against tuberculosis	1	0.000749	42284007	Bacillus Calmette-Guerin vaccination (procedure)
48.74	Rectorectostomy	1	0.000741	239989009	Rectorectostomy (procedure)
17.21	Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis	1	0.000732	709000002	Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis (procedure)
81.71	Arthroplasty of metacarpophalangeal and interphalangeal joint with implant	1	0.000724	19529007	Arthroplasty of metacarpophalangeal and interphalangeal joint with implant (procedure)
76.5	Temporomandibular arthroplasty	1	0.000724	442117004	Repair of temporomandibular joint (procedure)
94.31	Psychoanalysis	1	0.000724	61436009	Psychoanalysis (procedure)
51.96	Percutaneous extraction of common duct stones	1	0.000724	65313007	Percutaneous extraction of common duct stones (procedure)
